year,quarter,date,polar,dpolar,recession,election,wars,conservatives,polarg,polaro,ldisp,unemp,misery,gdpg,ww1,ww2,angloirish,korean,falkland,irak,afghan,troubles,troubles69,troubles72,nrcpol,ofpol,swnpol
2010,2,2010q2,3.3992476,1.6734965,0,1,0,1,2.2367246,4.0216932,-2.221482,0.063951358,0.042694893,0.25958225,0,0,0,0,0,0,0,0,0,0,3.171381,4.5136886,2.8823278
2010,3,2010q3,2.4138584,-0.98538923,0,0,0,1,1.6327608,1.95309,-2.509047,-0.0075771753,-0.33405334,0.052405734,0,0,0,0,0,0,0,0,0,0,2.6729715,3.1174116,2.0385334
2010,4,2010q4,2.2753241,-0.13853431,0,0,0,1,1.5603627,1.579845,-1.7010411,-0.0075771753,-0.1155672,-0.3380906,0,0,0,0,0,0,0,0,0,0,2.1386266,2.8887119,2.0878577
2011,1,2011q1,2.5362637,0.2609396,0,0,0,1,1.7694594,1.8249753,-1.4681652,-0.0075771753,0.060830604,-0.01728091,0,0,0,0,0,0,0,0,0,0,2.1465786,2.9911122,1.9836904
2011,2,2011q2,2.1390169,-0.39724684,0,0,0,1,1.6771519,0.98007256,-0.26981714,0.063951358,0.14486873,-0.21064565,0,0,0,0,0,0,0,0,0,0,1.6813524,2.6439073,1.6305197
2011,3,2011q3,2.2998695,0.16085267,0,0,0,1,1.6592748,1.4242922,-2.4150698,0.1354799,-0.12491538,0.083168305,0,0,0,0,0,0,0,0,0,0,2.2593834,2.7879894,1.9290599
2011,4,2011q4,2.1536317,-0.14623785,0,0,0,1,1.7123544,0.68168306,0.65542835,0.17124416,0.034417804,-0.3632029,0,0,0,0,0,0,0,0,0,0,1.4264773,2.626523,1.0700088
2012,1,2012q1,2.1985033,0.044871569,0,0,0,1,1.6477541,0.99780774,-1.5334966,0.1354799,-0.19734719,-0.31109485,0,0,0,0,0,0,0,0,0,0,1.7395753,2.7051251,1.6071092
2012,2,2012q2,2.255573,0.057069778,0,0,0,1,1.9195768,0.94736397,-0.76531106,0.099715628,-0.058971923,-0.46553552,0,0,0,0,0,0,0,0,0,0,1.1728079,2.7951014,1.43857
2012,3,2012q3,2.450412,0.194839,0,0,0,1,1.9316281,1.1483122,-2.1255,0.099715628,-0.2425542,0.16917795,0,0,0,0,0,0,0,0,0,0,1.7605911,3.2122245,2.1763511
2012,4,2012q4,2.3618805,-0.088531494,0,0,0,1,1.7564219,1.4914253,-2.4605892,0.099715628,0.074721657,-0.56598473,0,0,0,0,0,0,0,0,0,0,1.5503719,2.7973626,1.4746572
2013,1,2013q1,1.9804429,-0.38143766,0,0,0,1,1.4821373,0.88653094,-1.123131,0.063951358,-0.23180717,0.020387545,0,0,0,0,0,0,0,0,0,0,1.3378586,2.6517322,0.99120575
2013,2,2013q2,2.2708473,0.29040444,0,0,0,1,1.6485268,1.7167462,-0.94149315,-0.0075771753,-0.18643819,0.049894501,0,0,0,0,0,0,0,0,0,0,1.34247,2.5876889,1.4381171
2013,3,2013q3,2.2398338,-0.031013489,0,0,0,1,1.7501242,1.4206462,-2.2564111,-0.079105705,-0.3970857,0.096352264,0,0,0,0,0,0,0,0,0,0,0.98519653,2.6641772,2.4419382
2013,4,2013q4,2.1094322,-0.13040161,0,0,0,1,1.786379,0.72110015,-0.53834718,-0.22216277,-0.42899454,-0.0988959,0,0,0,0,0,0,0,0,0,0,0.5106557,2.4097817,1.5985819
