year,quarter,date,polar,dpolar,recession,election,wars,conservatives,polarg,polaro,ldisp,unemp,misery,gdpg,ww1,ww2,angloirish,korean,falkland,irak,afghan,troubles,troubles69,troubles72,nrcpol,ofpol,swnpol
1909,1,1909q1,-1.7899935,,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-1.7941715,-1.34937,-1.496798
1909,2,1909q2,-1.3339995,0.45599401,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-1.4601367,-0.81470871,0.2709021
1909,3,1909q3,-1.097386,0.23661351,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-1.3098654,-0.48125809,0.40986946
1909,4,1909q4,-1.3777519,-0.28036594,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-2.1553297,-1.0843973,0.2169802
1910,1,1910q1,-0.45878786,0.91896409,,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-1.0613828,-0.026695265,1.1101639
1910,2,1910q2,-0.94454336,-0.4857555,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-0.91390097,-0.59158027,0.51187307
1910,3,1910q3,-0.66739833,0.27714503,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-1.0483601,-0.32925415,1.0012857
1910,4,1910q4,-0.62635881,0.041039526,,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-0.8826946,-0.10503867,0.85749114
1911,1,1911q1,-0.58531934,0.041039467,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-0.71702904,0.11917679,0.7136966
1911,2,1911q2,-0.49273345,0.092585891,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-0.58437735,0.076288827,0.92135209
1911,3,1911q3,-0.471333,0.021400452,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-0.073570743,0.4370614,0.62469113
1911,4,1911q4,-0.74337345,-0.27204046,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-0.97067481,0.17036192,0.15210246
1912,1,1912q1,-0.60013789,0.14323556,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-0.48095655,-0.073513724,1.3423836
1912,2,1912q2,-0.94372088,-0.34358299,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-1.0262803,-0.63946545,0.3250066
1912,3,1912q3,-0.83424461,0.10947627,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-0.90014911,-0.24029499,0.37569034
1912,4,1912q4,-0.99533963,-0.16109502,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-2.0396531,-0.91564667,0.31772962
1913,1,1913q1,-0.85459673,0.1407429,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-0.64590085,-0.24970435,0.50677705
1913,2,1913q2,-1.0058836,-0.15128684,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-1.0386735,-0.618967,0.4860146
1913,3,1913q3,-0.81878871,0.18709487,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-0.20838909,-0.092016019,0.67229378
1913,4,1913q4,-1.4667537,-0.64796501,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-0.75985545,-1.0425844,-0.16525584
1914,1,1914q1,-2.1147187,-0.64796495,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-1.3113219,-1.9931529,-1.0028056
1914,2,1914q2,-0.8981548,1.2165639,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,-1.0123218,-0.70727026,0.1726888
1914,3,1914q3,-1.1767066,-0.27855176,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-1.782757,-0.43469793,0.24874879
1914,4,1914q4,-1.5917035,-0.41499698,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-2.1914229,-0.78727245,-0.35018966
1915,1,1915q1,-1.079069,0.51263452,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-1.1749815,-0.85905069,0.90974694
1915,2,1915q2,-0.28407428,0.79499471,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-1.2300086,-0.14870615,1.4406995
1915,3,1915q3,-0.5251236,-0.24104932,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-1.7475681,-0.49970517,1.4984294
1915,4,1915q4,-1.0751742,-0.55005062,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-2.9203479,-0.93641609,0.15437691
1916,1,1916q1,-1.2044917,-0.12931752,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-2.5340102,-1.6973401,-0.78610587
1916,2,1916q2,-1.4251262,-0.22063446,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-3.2066321,-1.2804822,-0.44915074
1916,3,1916q3,-0.71596575,0.70916045,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-1.0468513,-0.39670727,0.43012604
1916,4,1916q4,-1.1499323,-0.43396652,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-1.3274976,-1.041357,0.069448009
1917,1,1917q1,-1.0414318,0.10850048,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-1.607986,-1.2089965,0.31164515
1917,2,1917q2,-0.86446571,0.17696607,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-1.556161,-0.71879536,0.44722891
1917,3,1917q3,-1.5030117,-0.63854599,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-2.1064861,-1.1168376,0.6543017
1917,4,1917q4,-0.7125634,0.79044831,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-1.6051277,-0.61353213,0.43412513
1918,1,1918q1,-0.92838913,-0.21582574,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-0.68052745,-0.9152689,0.86184174
1918,2,1918q2,-0.55256689,0.37582225,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-1.0040933,-0.56113422,1.1244736
1918,3,1918q3,-0.51947582,0.033091068,,0,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-0.6580295,-0.51459986,1.0541469
1918,4,1918q4,-0.65681726,-0.13734144,,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,-0.6730172,-0.93245459,-0.022924878
1919,1,1919q1,-0.30084676,0.3559705,,0,1,,,,,,,,0,0,1,0,0,0,0,0,0,0,-0.25295028,0.34581324,1.4278132
1919,2,1919q2,-0.66270506,-0.36185831,,0,1,,,,,,,,0,0,1,0,0,0,0,0,0,0,-0.21423745,-0.075059742,0.86882222
1919,3,1919q3,-0.48217186,0.1805332,,0,1,,,,,,,,0,0,1,0,0,0,0,0,0,0,-0.565422,0.053265758,1.3054256
1919,4,1919q4,-0.73879105,-0.25661919,,0,1,,,,,,,,0,0,1,0,0,0,0,0,0,0,-1.0706346,-0.30187008,0.40122423
1920,1,1920q1,-1.0067958,-0.26800472,,0,1,,,,,,,,0,0,1,0,0,0,0,0,0,0,-1.1333232,-0.67728168,0.25553089
1920,2,1920q2,-1.1115118,-0.10471606,0,0,1,,,,,,,-0.088850975,0,0,1,0,0,0,0,0,0,0,-1.4819576,-0.73972321,0.26715457
1920,3,1920q3,-0.9631021,0.14840972,1,0,1,,,,,,,-0.3807815,0,0,1,0,0,0,0,0,0,0,-1.7588946,-0.31506491,-0.095902845
1920,4,1920q4,-1.8016675,-0.83856535,1,0,1,,,,,,,-3.1512964,0,0,1,0,0,0,0,0,0,0,-1.9409994,-1.4581213,-1.2469261
1921,1,1921q1,-1.8817302,-0.080062747,1,0,1,,,,,,,-2.385999,0,0,1,0,0,0,0,0,0,0,-1.3007742,-0.97111964,-2.2536645
1921,2,1921q2,-1.3434745,0.53825569,1,0,1,,,,,,,-8.0481958,0,0,1,0,0,0,0,0,0,0,-1.5464946,-0.87319481,-0.66724837
1921,3,1921q3,-0.36860126,0.97487324,0,0,1,,,,,,,8.2365055,0,0,1,0,0,0,0,0,0,0,0.62860328,1.1571846,1.5766891
1921,4,1921q4,-1.8500729,-1.4814715,0,0,0,,,,,,,-1.1561239,0,0,0,0,0,0,0,0,0,0,-1.4636565,-1.2283438,-2.4916074
1922,1,1922q1,-1.3816466,0.46842623,0,0,0,,,,,,,0.054289155,0,0,0,0,0,0,0,0,0,0,-1.6693054,-0.74497378,-1.03969
1922,2,1922q2,-1.0060443,0.37560236,0,0,0,,,,,,,1.0612925,0,0,0,0,0,0,0,0,0,0,-1.2145556,-0.27410734,-0.41375792
1922,3,1922q3,-0.97739053,0.028653741,0,0,0,,,,,,,0.96147114,0,0,0,0,0,0,0,0,0,0,-1.0063597,-0.61397249,-0.40951037
1922,4,1922q4,-1.3046657,-0.32727516,0,1,0,,,,,,,-0.92885751,0,0,0,0,0,0,0,0,0,0,-1.4347379,-0.4623237,-1.7572778
1923,1,1923q1,-0.99543691,0.30922878,0,0,0,,,,,,,0.13150948,0,0,0,0,0,0,0,0,0,0,-1.1546397,-0.50813293,-1.7819847
1923,2,1923q2,-1.0870864,-0.091649532,0,0,0,,,,,,,0.35375339,0,0,0,0,0,0,0,0,0,0,-1.364777,-0.64153129,-0.34214461
1923,3,1923q3,-0.88370812,0.20337832,0,0,0,,,,,,,-0.22382961,0,0,0,0,0,0,0,0,0,0,-0.54213643,-0.12147678,-0.052398436
1923,4,1923q4,-0.56064761,0.32306051,0,1,0,,,,,,,0.43097371,0,0,0,0,0,0,0,0,0,0,-0.47533467,0.25302073,0.020002408
1924,1,1924q1,-0.23758709,0.32306051,0,0,0,,,,,,,0.21061325,0,0,0,0,0,0,0,0,0,0,-0.40853295,0.6275183,0.092403173
1924,2,1924q2,-0.29893002,-0.061342925,0,0,0,,,,,,,0.98972249,0,0,0,0,0,0,0,0,0,0,-0.46071026,0.28762054,0.20901185
1924,3,1924q3,-0.23173638,0.067193642,0,0,0,,,,,,,0.44352987,0,0,0,0,0,0,0,0,0,0,-0.21575701,0.44509578,0.40398884
1924,4,1924q4,-2.030164,-1.7984276,0,1,0,,,,,,,0.088190764,0,0,0,0,0,0,0,0,0,0,-2.4269342,-0.91801316,-2.1340439
1925,1,1925q1,-0.33426538,1.6958987,0,0,0,,,,,,,0.35626462,0,0,0,0,0,0,0,0,0,0,0.13572776,0.37626642,0.69339567
1925,2,1925q2,-0.68526655,-0.35100117,0,0,0,,,,,,,-0.083200708,0,0,0,0,0,0,0,0,0,0,-0.28801602,-0.26033312,-0.59029883
1925,3,1925q3,-0.86352205,-0.1782555,0,0,0,,,,,,,-0.32867348,0,0,0,0,0,0,0,0,0,0,-0.75314486,-0.31146258,-1.4318595
1925,4,1925q4,-0.74525791,0.11826414,0,0,0,,,,,,,0.44039083,0,0,0,0,0,0,0,0,0,0,-1.4052066,-0.22484598,-0.79220784
1926,1,1926q1,-0.3076227,0.43763521,0,0,0,,,,,,,0.31545711,0,0,0,0,0,0,0,0,0,0,0.058675226,0.2947588,0.13462742
1926,2,1926q2,-1.4375225,-1.1298999,1,0,0,,,,,,,-4.2292418,0,0,0,0,0,0,0,0,0,0,-1.2106569,-0.7401672,-0.26570344
1926,3,1926q3,-1.2479299,0.1895926,1,0,0,,,,,,,-2.1574769,0,0,0,0,0,0,0,0,0,0,-1.1987017,-0.37616298,0.21980236
1926,4,1926q4,-1.3664565,-0.11852658,0,0,0,,,,,,,1.9000435,0,0,0,0,0,0,0,0,0,0,-1.1069969,-1.1504244,-0.82505089
1927,1,1927q1,-0.92296028,0.44349623,0,0,0,,,,,,,4.1708236,0,0,0,0,0,0,0,0,0,0,-0.78728759,-0.37350374,0.069324605
1927,2,1927q2,-2.1597588,-1.2367985,0,0,0,,,,,,,0.46487531,0,0,0,0,0,0,0,0,0,0,-2.7895577,-1.8281969,-0.71146286
1927,3,1927q3,-1.3765501,0.78320873,0,0,0,,,,,,,-0.28598255,0,0,0,0,0,0,0,0,0,0,-1.4235173,-1.0796441,-1.4490242
1927,4,1927q4,-1.5114796,-0.13492954,0,0,0,,,,,,,-0.64320511,0,0,0,0,0,0,0,0,0,0,-1.2876405,-0.62912226,-3.195972
1928,1,1928q1,-0.62796301,0.88351661,0,0,0,,,,,,,-0.075039208,0,0,0,0,0,0,0,0,0,0,-0.75732464,-0.21831523,-0.34725922
1928,2,1928q2,-0.77318561,-0.1452226,0,0,0,,,,,,,-0.0084916037,0,0,0,0,0,0,0,0,0,0,-0.31068546,-0.20146984,0.21475929
1928,3,1928q3,-0.21944176,0.55374384,0,0,0,,,,,,,-0.45235157,0,0,0,0,0,0,0,0,0,0,0.43809012,0.59787041,0.76259154
1928,4,1928q4,-0.74851102,-0.52906924,0,0,0,,,,,,,-0.14723708,0,0,0,0,0,0,0,0,0,0,-0.25948551,-0.13306537,-1.2580466
1929,1,1929q1,-0.50796026,0.24055076,0,0,0,,,,,,,0.27025497,0,0,0,0,0,0,0,0,0,0,-0.018716443,-0.30949068,-0.76796091
1929,2,1929q2,-0.065789089,0.44217116,0,1,0,,,,,,,0.51635551,0,0,0,0,0,0,0,0,0,0,0.66748184,0.64253217,0.37050524
1929,3,1929q3,-0.017704956,0.048084132,0,0,0,,,,,,,0.23007528,0,0,0,0,0,0,0,0,0,0,-0.015209666,0.2053787,0.39221531
1929,4,1929q4,-0.82315373,-0.80544877,0,0,0,,,,,,,-0.3054446,0,0,0,0,0,0,0,0,0,0,-0.96925223,-0.3722192,-0.84036428
1930,1,1930q1,-0.16551414,0.65763962,1,0,0,,,,,,,-0.33746278,0,0,0,0,0,0,0,0,0,0,-0.42199463,0.1374272,0.097383641
1930,2,1930q2,-0.97305256,-0.80753839,1,0,0,,,,,,,-0.89683932,0,0,0,0,0,0,0,0,0,0,-0.81998861,-0.5463984,-0.80306852
1930,3,1930q3,-0.92713743,0.045915127,1,0,0,,,,,,,-1.1159441,0,0,0,0,0,0,0,0,0,0,-1.0574378,-0.59491593,-1.0407759
1930,4,1930q4,-1.0155019,-0.088364422,1,0,0,,,,,,,-1.4292202,0,0,0,0,0,0,0,0,0,0,-0.10173272,-0.38825154,-0.67467511
1931,1,1931q1,-0.26103896,0.7544629,1,0,0,,,,1.940177,,,-1.7016886,0,0,0,0,0,0,0,0,0,0,0.017566683,0.24453013,0.3480013
1931,2,1931q2,-0.72949821,-0.46845925,1,0,0,,,,0.012309061,,,-0.7279591,0,0,0,0,0,0,0,0,0,0,-0.66232342,-0.30203214,-0.57762617
1931,3,1931q3,-1.6501123,-0.92061406,1,0,0,,,,0.4615359,,,-0.57916868,0,0,0,0,0,0,0,0,0,0,-1.1199503,-0.91634411,-2.0698452
1931,4,1931q4,-1.4199282,0.23018408,0,1,0,,,,-0.78017962,,,0.10451376,0,0,0,0,0,0,0,0,0,0,-1.4128394,-0.29766226,-1.7493896
1932,1,1932q1,-0.31679311,1.1031351,0,0,0,,,,-0.0071026273,,,-0.238897,0,0,0,0,0,0,0,0,0,0,-1.3978034,0.07728973,-0.41053674
1932,2,1932q2,-1.0626247,-0.74583161,1,0,0,,,,-0.45923856,,,-0.76311636,0,0,0,0,0,0,0,0,0,0,-1.1185347,-0.48097107,-0.82867807
1932,3,1932q3,-0.99917644,0.06344825,1,0,0,,,,1.8274803,,,-0.66078371,0,0,0,0,0,0,0,0,0,0,-1.5402206,-0.31265405,-0.98939586
1932,4,1932q4,-0.92947346,0.069702983,0,0,0,,,,0.64649856,,,0.66577375,0,0,0,0,0,0,0,0,0,0,-1.2033617,-0.20753202,-1.5132879
1933,1,1933q1,-0.63371336,0.2957601,0,0,0,,,,-0.10024602,,,-0.37575904,0,0,0,0,0,0,0,0,0,0,-0.75350791,-0.1544642,-0.34155786
1933,2,1933q2,-0.85991281,-0.22619945,0,0,0,,,,-0.36718413,,,0.62810528,0,0,0,0,0,0,0,0,0,0,-1.5568694,-0.18973526,-0.84304816
1933,3,1933q3,-0.18773477,0.67217803,0,0,0,,,,-0.32780534,,,0.6852358,0,0,0,0,0,0,0,0,0,0,-0.013002083,0.55535513,0.50156164
1933,4,1933q4,-1.0820394,-0.89430457,0,0,0,,,,-0.69957078,,,0.57725286,0,0,0,0,0,0,0,0,0,0,-1.7612709,-0.6339097,-2.0551662
1934,1,1934q1,-0.74423587,0.33780348,0,0,0,,,,-0.59874862,,,0.84595454,0,0,0,0,0,0,0,0,0,0,-0.81350595,-0.28018042,-1.0292975
1934,2,1934q2,-1.2834848,-0.53924894,0,0,0,,,,-0.24732782,,,0.52075022,0,0,0,0,0,0,0,0,0,0,-1.5249697,-0.53790051,-1.3603292
1934,3,1934q3,-0.41286382,0.87062097,0,0,0,,,,-0.52397668,,,0.18926778,0,0,0,0,0,0,0,0,0,0,-0.87321764,-0.078716069,-0.37637311
1934,4,1934q4,-1.1208441,-0.70798028,0,0,0,,,,-0.39064971,,,-0.021047756,0,0,0,0,0,0,0,0,0,0,-1.8005102,-0.76293367,-1.3433057
1935,1,1935q1,-0.62743211,0.49341202,0,0,0,,,,-0.13123409,,,-0.099523708,0,0,0,0,0,0,0,0,0,0,-0.85173708,-0.26813737,-0.36057225
1935,2,1935q2,-0.14818339,0.4792487,0,0,0,,,,-0.10634217,,,0.71097589,0,0,0,0,0,0,0,0,0,0,-0.38747019,0.43917125,0.26923543
1935,3,1935q3,-0.58714181,-0.43895841,0,0,0,,,,-0.088200241,,,0.31922397,0,0,0,0,0,0,0,0,0,0,-0.43181649,-0.052913819,-0.89302069
1935,4,1935q4,-0.52898121,0.058160603,0,1,0,,,,0.52574915,,,0.29160044,0,0,0,0,0,0,0,0,0,0,-0.89380193,-0.20200568,-1.5722746
1936,1,1936q1,-0.51632935,0.012651861,0,0,0,,,,0.13867702,,,0.30415657,0,0,0,0,0,0,0,0,0,0,-0.39532825,-0.37735489,-0.70366591
1936,2,1936q2,-0.6268,-0.11047065,0,0,0,,,,0.12079908,,,0.68837482,0,0,0,0,0,0,0,0,0,0,-0.79248297,-0.28904408,-0.66931707
1936,3,1936q3,-0.55135316,0.075446844,0,0,0,,,,-0.18363938,,,0.44918013,0,0,0,0,0,0,0,0,0,0,-0.44026989,-0.21333753,-1.1941427
1936,4,1936q4,-0.63386917,-0.082516015,0,0,0,,,,0.10710561,,,-0.28409913,0,0,0,0,0,0,0,0,0,0,-0.17283657,-0.22053854,-0.86906374
1937,1,1937q1,-0.50022876,0.13364041,0,0,0,,,,0.27311316,,,0.13025388,0,0,0,0,0,0,0,0,0,0,-0.76088828,-0.31845939,-0.44002908
1937,2,1937q2,-0.37754971,0.12267905,0,0,0,,,,0.888255,,,0.56720793,0,0,0,0,0,0,0,0,0,0,-0.62908536,0.12742311,0.54355073
1937,3,1937q3,-0.44086727,-0.063317567,0,0,0,,,,0.63442457,,,0.22442502,0,0,0,0,0,0,0,0,0,0,-0.97071427,-0.099610545,0.35509735
1937,4,1937q4,-0.58970875,-0.14884147,0,0,0,,,,0.014049127,,,-0.36948097,0,0,0,0,0,0,0,0,0,0,-0.40595195,-0.45476878,-0.61297351
1938,1,1938q1,-0.32477865,0.2649301,0,0,0,,,,-0.13971822,,,-0.34436867,0,0,0,0,0,0,0,0,0,0,-0.32399029,-0.23771468,-0.13266763
1938,2,1938q2,-0.57155401,-0.24677536,0,0,0,,,,0.14454296,,,-0.60993129,0,0,0,0,0,0,0,0,0,0,-0.75212991,-0.21808633,-0.27343878
1938,3,1938q3,-0.57426339,-0.0027093887,0,0,0,,,,-0.37882525,,,-0.19871731,0,0,0,0,0,0,0,0,0,0,-0.088071711,-0.21198894,-0.38074455
1938,4,1938q4,-0.97454673,-0.40028334,0,0,0,,,,-0.52042663,,,0.0021811251,0,0,0,0,0,0,0,0,0,0,-1.2679725,-0.91036737,-1.4074051
1939,1,1939q1,-0.21535912,0.75918758,,0,0,,,,-0.26981714,,,,0,0,0,0,0,0,0,0,0,0,0.036750052,0.15578647,-0.49266157
1939,2,1939q2,-0.2342982,-0.018939078,,0,0,,,,-0.021542257,,,,0,0,0,0,0,0,0,0,0,0,-0.33401293,0.25662231,-0.13768262
1939,3,1939q3,-0.61681074,-0.38251254,,0,1,,,,-0.13123409,,,,0,1,0,0,0,0,0,0,0,0,-1.2074078,-0.58899873,-0.59930909
1939,4,1939q4,-0.78336775,-0.16655701,,0,1,,,,-0.28003278,,,,0,1,0,0,0,0,0,0,0,0,-1.298211,-1.0408945,-0.70852643
1940,1,1940q1,-0.20857058,0.57479715,,0,1,,,,0.043029431,,,,0,1,0,0,0,0,0,0,0,0,-0.67704535,-0.68008673,-0.10427163
1940,2,1940q2,-0.61862993,-0.41005933,,0,1,,,,-0.59874862,,,,0,1,0,0,0,0,0,0,0,0,-1.1631308,-0.98219663,0.30116946
1940,3,1940q3,-0.55447745,0.064152479,,0,1,,,,-1.0624242,,,,0,1,0,0,0,0,0,0,0,0,-1.2341228,-0.82138497,-0.15938032
1940,4,1940q4,-0.35608876,0.1983887,,0,1,,,,-0.57552499,,,,0,1,0,0,0,0,0,0,0,0,-0.2246196,-0.25447723,-0.092932791
1941,1,1941q1,-0.50037086,-0.1442821,,0,1,,,,-0.18590434,,,,0,1,0,0,0,0,0,0,0,0,-0.878573,-0.98764944,0.6376496
1941,2,1941q2,-1.0782226,-0.57785177,,0,1,,,,-0.12284476,,,,0,1,0,0,0,0,0,0,0,0,-1.5256679,-1.4576945,-0.28092939
1941,3,1941q3,-0.66170502,0.41651762,,0,1,,,,-0.7131815,,,,0,1,0,0,0,0,0,0,0,0,-0.84071738,-1.1535258,0.094946891
1941,4,1941q4,-0.21835613,0.44334888,,0,1,,,,-0.47908565,,,,0,1,0,0,0,0,0,0,0,0,-0.88478315,-0.80531031,0.47196802
1942,1,1942q1,-0.82262343,-0.6042673,,0,1,,,,-0.87049502,,,,0,1,0,0,0,0,0,0,0,0,-1.0012252,-1.5580314,-0.16753687
1942,2,1942q2,-0.8453685,-0.022745073,,0,1,,,,0.41613635,,,,0,1,0,0,0,0,0,0,0,0,-1.2952627,-1.42705,-0.090288669
1942,3,1942q3,-1.024008,-0.17863953,,0,1,,,,-0.85928828,,,,0,1,0,0,0,0,0,0,0,0,-1.2482971,-1.6249025,-0.40406498
1942,4,1942q4,-0.54720026,0.47680777,,0,1,,,,0.15469937,,,,0,1,0,0,0,0,0,0,0,0,-1.1271511,-1.0946555,0.010924092
1943,1,1943q1,-0.0002700121,0.54693025,,0,1,,,,-0.5275436,,,,0,1,0,0,0,0,0,0,0,0,-0.037639048,-0.19423418,1.0645483
1943,2,1943q2,-0.056942448,-0.056672435,,0,1,,,,-0.094198972,,,,0,1,0,0,0,0,0,0,0,0,-0.12395386,-0.31714508,0.69413042
1943,3,1943q3,-0.16630171,-0.10935926,,0,1,,,,0.22087099,,,,0,1,0,0,0,0,0,0,0,0,-0.46590641,-0.55113631,0.57214969
1943,4,1943q4,-0.86702925,-0.70072752,,0,1,,,,0.3254078,,,,0,1,0,0,0,0,0,0,0,0,-1.7411679,-0.97614598,-0.92177051
1944,1,1944q1,0.51667511,1.3837044,,0,1,,,,1.2048908,,,,0,1,0,0,0,0,0,0,0,0,0.71342391,0.48560259,1.4551076
1944,2,1944q2,0.52038872,0.0037136078,,0,1,,,,0.48231512,,,,0,1,0,0,0,0,0,0,0,0,0.21214426,0.35628906,1.5380912
1944,3,1944q3,0.17051311,-0.34987563,,0,1,,,,-0.090194501,,,,0,1,0,0,0,0,0,0,0,0,-0.18707679,0.081926756,0.64344686
1944,4,1944q4,-0.15380707,-0.3243202,,0,1,,,,-0.0035356963,,,,0,1,0,0,0,0,0,0,0,0,-0.91292053,-0.337899,-0.35772043
1945,1,1945q1,0.29015121,0.44395828,,0,1,,,,0.21690179,,,,0,1,0,0,0,0,0,0,0,0,0.1234429,0.036986496,0.69841838
1945,2,1945q2,0.33620274,0.046051532,,0,1,,,,0.010564955,,,,0,1,0,0,0,0,0,0,0,0,0.28490421,0.17488219,0.32945159
1945,3,1945q3,1.0316343,0.69543159,,1,0,0,-0.39829323,2.170763,-0.055084005,,,,0,0,0,0,0,0,0,0,0,0,0.65951937,1.5413812,2.4786327
1945,4,1945q4,0.30977041,-0.72186393,,0,0,0,-0.81551981,1.0912755,0.92167825,,,,0,0,0,0,0,0,0,0,0,0,-0.44032526,0.1130207,0.76378012
1946,1,1946q1,-0.059956796,-0.36972719,,0,0,0,-1.0431004,0.49060068,0.23395211,,,,0,0,0,0,0,0,0,0,0,0,-0.41279879,-0.2977756,0.82409137
1946,2,1946q2,0.46726424,0.52722102,,0,0,0,-0.5613879,1.098421,0.24680923,,,,0,0,0,0,0,0,0,0,0,0,0.86152858,0.68037182,1.3859235
1946,3,1946q3,0.070386924,-0.39687732,,0,0,0,-0.8265627,0.45165285,0.15036343,,,,0,0,0,0,0,0,0,0,0,0,0.28578106,0.070405364,0.6127224
1946,4,1946q4,-0.13106486,-0.20145178,,0,0,0,-1.0950959,0.35319689,0.083713144,,,,0,0,0,0,0,0,0,0,0,0,-0.1047628,-0.42345428,-0.14659737
1947,1,1947q1,-0.021655831,0.10940903,,0,0,0,-0.80760258,0.26836237,0.35798475,,,,0,0,0,0,0,0,0,0,0,0,0.044376392,-0.45545092,0.48703989
1947,2,1947q2,-0.16985682,-0.14820099,,0,0,0,-0.99030554,0.23235895,0.30327132,,,,0,0,0,0,0,0,0,0,0,0,-0.66156828,-0.39295328,0.77462655
1947,3,1947q3,-0.39797795,-0.22812113,,0,0,0,-1.1285669,-0.15991229,0.3150034,,,,0,0,0,0,0,0,0,0,0,0,-0.33851635,-0.59285921,0.46320289
1947,4,1947q4,-0.84245265,-0.4444747,,0,0,0,-1.5222842,-0.56406224,0.075750843,,,,0,0,0,0,0,0,0,0,0,0,-1.2399979,-1.1318398,-0.28494522
1948,1,1948q1,0.26280338,1.1052561,,0,0,0,-0.70012993,0.87773329,0.2594499,,,,0,0,0,0,0,0,0,0,0,0,0.16429798,-0.094890945,0.58193475
1948,2,1948q2,-0.62161231,-0.88441569,,0,0,0,-1.2673309,-0.50172102,0.63137543,,,,0,0,0,0,0,0,0,0,0,0,-1.2679368,-0.93074864,-0.24279578
1948,3,1948q3,-0.82266271,-0.2010504,,0,0,0,-1.2642668,-0.98820335,-0.60665226,,,,0,0,0,0,0,0,0,0,0,0,-1.0925566,-1.3107831,-1.1738243
1948,4,1948q4,-0.14831594,0.6743468,,0,0,0,-0.99643338,0.24035138,-0.66874027,,,,0,0,0,0,0,0,0,0,0,0,-0.22725059,-0.62886339,0.3921527
1949,1,1949q1,0.081000715,0.22931665,,0,0,0,-0.91540563,0.68915468,-0.42105216,,,,0,0,0,0,0,0,0,0,0,0,-0.1407996,-0.21284793,0.56083035
1949,2,1949q2,-0.21571769,-0.29671842,,0,0,0,-1.0719196,0.24557221,0.35688463,,,,0,0,0,0,0,0,0,0,0,0,-0.15678734,-0.43871179,0.7408393
1949,3,1949q3,-0.9212184,-0.70550072,,0,0,0,-1.7472472,-0.47365376,0.35798475,,,,0,0,0,0,0,0,0,0,0,0,-0.80906975,-1.4883364,-0.46532035
1949,4,1949q4,-0.53740549,0.3838129,,0,0,0,-1.5203784,-0.030213926,-0.5641771,,,,0,0,0,0,0,0,0,0,0,0,-0.63145709,-0.50585407,0.45985746
1950,1,1950q1,0.1128697,0.65027517,,1,0,0,-0.82500529,0.65758777,-0.30353919,,,,0,0,0,0,0,0,0,0,0,0,0.32530278,-0.25742012,0.57909453
1950,2,1950q2,-0.049532749,-0.16240245,,0,1,0,-0.78798616,0.20750946,-0.24732782,,,,0,0,0,1,0,0,0,0,0,0,-0.19796076,-0.27323329,0.90007895
1950,3,1950q3,-0.29001096,-0.24047822,,0,1,0,-1.2017361,0.20352565,0.056289602,,,,0,0,0,1,0,0,0,0,0,0,-0.1715115,-0.60293931,0.31217736
1950,4,1950q4,-0.025296817,0.26471415,,0,1,0,-1.0721943,0.54038149,-0.15916546,,,,0,0,0,1,0,0,0,0,0,0,0.27072912,-0.23052269,0.44363111
